"站点地址","站点名称","站点编号","站点加盟日期","银行业务签约日期","签约银行","站点卡数","站点余额","卡均余额"
"河北省沧州市海兴县赵毛陶乡大张庄村","海兴县赵毛陶乡大张庄村","13090072","2014-01-30 13:35:28","2014-01-30 13:35:28","中国银行","126","1330000.00","10555.555556"
"河北省邯郸市成安县成安镇北阳村","成安县成安乡北阳村","13040031","2014-02-09 22:08:52","2014-02-09 22:08:52","中国银行","633","4590000.00","7251.184834"
"河北省邯郸市成安县李家疃镇郑家庄一村","成安县李家疃镇郑家庄","13040035","2014-02-09 22:21:10","2014-02-09 22:21:10","中国银行","381","2830000.00","7427.821522"
"河北省邯郸市成安县道东堡乡大堤西村","成安县道东堡乡大堤西","13040036","2014-02-09 22:23:15","2014-02-09 22:23:15","中国银行","1047","10560000.00","10085.959885"
"河北省沧州市盐山县孟店乡乔庄村","盐山县孟店乡乔庄村","13090073","2014-02-11 12:06:05","2014-02-11 12:06:05","中国银行","190","430000.00","2263.157895"
"河北省邯郸市磁县高臾镇高臾五街村","磁县高臾镇高臾村","13040037","2014-02-11 20:21:47","2014-02-11 20:21:47","中国银行","177","30000.00","169.491525"
"河北省邯郸市磁县路村营乡路村营村","磁县路村营乡路村营村","13040038","2014-02-11 20:22:19","2014-02-11 20:22:19","中国银行","1016","4250000.00","4183.070866"
"河北省邯郸市永年县刘营乡榆林东村","永年县刘营乡榆林村","13040041","2014-02-12 21:23:36","2014-02-12 21:23:36","中国银行","212","3640000.00","17169.811321"
"河北省邯郸市永年县小龙马乡马到固村","永年县小龙马乡马道固村","13040047","2014-02-13 20:59:45","2014-02-13 20:59:45","中国银行","239","2040000.00","8535.564854"
"河北省沧州市海兴县苏基镇张常丰村","海兴县苏基镇张常丰村","13090074","2014-02-14 00:01:22","2014-02-14 00:01:22","中国银行","281","2030000.00","7224.199288"
"河北省沧州市东光县东光镇东安屯村","东光县东光镇东安屯村                    ","13090075","2014-02-14 00:05:45","2014-02-14 00:05:45","中国银行","1449","16940000.00","11690.821256"
"河北省衡水市深州市东安庄乡西景萌村","东安庄乡西景萌","13110150","2014-02-14 11:54:53","2014-02-14 11:54:53","中国银行","764","19900000.00","26047.120419"
"河北省衡水市桃城区何家庄乡大庙村","桃城区大屯村","13110151","2014-02-15 11:25:48","2014-02-15 11:25:48","中国银行","384","4490000.00","11692.708333"
"河北省邯郸市永年县大北汪镇南正一村","永年县大北汪镇南正里村","13040053","2014-02-16 08:55:46","2014-02-16 08:55:46","中国银行","257","9590000.00","37315.175097"
"河北省邯郸市成安县漳河店镇姜营村","成安县漳河店乡姜营村","13040054","2014-02-16 08:56:11","2014-02-16 08:56:11","中国银行","220","150000.00","681.818182"
"河北省邯郸市成安县北乡义乡大寨一村","成安县北乡义乡大寨村","13040055","2014-02-16 08:56:38","2014-02-16 08:56:38","中国银行","207","400000.00","1932.367150"
"河北省邯郸市邯郸县河沙镇镇北文庄村","邯郸县河沙镇北文庄村","13040061","2014-02-16 21:33:32","2014-02-16 21:33:32","中国银行","757","4360000.00","5759.577279"
"安徽省滁州市明光市司巷乡司巷村","明光市司巷周艳便利店","34110004","2014-02-19 09:33:22","2014-02-19 09:33:22","建设银行","224","255996.58","1142.841875"
"河北省沧州市孟村回族自治县新县镇孙楼村","孟村县孟村镇孙家楼村","13090076","2014-02-19 17:33:08","2014-02-19 17:33:08","中国银行","239","1680000.00","7029.288703"
"河北省邯郸市临漳县称勾集镇称西村"," 临漳县称勾镇称勾集村","13040065","2014-02-19 19:15:12","2014-02-19 19:15:12","中国银行","1016","2310000.00","2273.622047"
"河北省邯郸市邯郸县代召乡贾庄村","邯郸县代召乡贾庄村","13040067","2014-02-19 20:42:11","2014-02-19 20:42:11","中国银行","381","3610000.00","9475.065617"
"河北省沧州市南皮县寨子镇大马家村","南皮县寨子镇大马村","13090077","2014-02-22 12:13:51","2014-02-22 12:13:51","中国银行","660","5460000.00","8272.727273"
"安徽省滁州市全椒县草庵乡塘张村","谢银龙化肥经营部","34110005","2014-02-25 08:43:53","2014-02-25 08:43:53","建设银行","360","155200.66","431.112944"
"安徽省滁州市全椒县古河镇石涧村","许克圣百货店","34110006","2014-02-25 09:16:39","2014-02-25 09:16:39","建设银行","420","627870.81","1494.930500"
"安徽省滁州市来安县水口镇上蔡村","来安县水口新民烟酒店","34110007","2014-02-25 09:28:48","2014-02-25 09:28:48","建设银行","309","425523.05","1377.097249"
"安徽省滁州市来安县舜山乡复兴村","来安县胡敏食杂店","34110008","2014-02-25 09:38:20","2014-02-25 09:38:20","建设银行","123","144407.19","1174.042195"
"安徽省滁州市定远县拂晓乡胜利村","许正莉百货店","34110009","2014-02-25 11:20:11","2014-02-25 11:20:11","建设银行","178","215358.44","1209.878876"
"安徽省滁州市定远县仁和乡仁和村","定远县仁和街沈帮翠商店","34110010","2014-02-25 11:30:33","2014-02-25 11:30:33","建设银行","250","127905.60","511.622400"
"安徽省滁州市定远县七里塘乡马场湖农场","定远县建英百货商店","34110011","2014-02-25 11:38:44","2014-02-25 11:38:44","建设银行","107","213315.02","1993.598318"
"安徽省滁州市凤阳县石门山镇管店林业总场石门山林场","韩克强农用商品店","34110012","2014-02-25 14:51:24","2014-02-25 14:51:24","建设银行","630","2490679.03","3953.458778"
"安徽省滁州市凤阳县殷涧镇宋集村","宋华金种子经营部","34110013","2014-02-25 15:01:23","2014-02-25 15:01:23","建设银行","156","93070.65","596.606731"
"安徽省滁州市全椒县周岗乡孤山村","全椒县孤峰商店","34110015","2014-02-25 15:16:46","2014-02-25 15:16:46","建设银行","299","163435.42","546.606756"
"安徽省滁州市南谯区汪郢乡大同村","石学翠百货店","34110016","2014-02-25 15:39:58","2014-02-25 15:39:58","建设银行","117","616114.67","5265.937350"
"河北省邯郸市武安市磁山镇牛洼堡村","武安徘徊镇牛洼堡村","13040078","2014-02-25 16:00:34","2014-02-25 16:00:34","中国银行","390","6020000.00","15435.897436"
"安徽省滁州市凤阳县石门山镇管店林业总场石门山林场","赵瑞维修店","34110017","2014-02-26 09:07:18","2014-02-26 09:07:18","建设银行","126","320262.97","2541.769603"
"安徽省滁州市天长市金集镇芦柴村","程长元金融服务点","34110018","2014-02-26 09:20:16","2014-02-26 09:20:16","建设银行","143","704761.61","4928.402867"
"安徽省滁州市天长市十八集乡街道村","天长市杨村镇盛开俊食杂店","34110019","2014-02-26 09:33:41","2014-02-26 09:33:41","建设银行","335","621529.42","1855.311701"
"安徽省滁州市天长市新街乡李坡村","天长市李坡农事服务专业合作社","34110020","2014-02-26 09:46:23","2014-02-26 09:46:23","建设银行","402","155323.16","386.376020"
"河北省邯郸市磁县磁州镇尹家桥村","磁县磁州镇尹家桥村","13040080","2014-03-05 21:50:41","2014-03-05 21:50:41","中国银行","451","2330000.00","5166.297118"
"河北省沧州市青县陈嘴乡张二庄村","青县陈咀乡张二庄村","13090079","2014-03-06 10:14:42","2014-03-06 10:14:42","中国银行","2533","5210000.00","2056.849585"
"河北省张家口市怀来县桑园镇张官营村","怀来县桑园镇张官营村助农取款点姜桂禄","13070006","2014-03-09 20:32:14","2014-03-09 20:32:14","中国银行","681","3200000.00","4698.972100"
"河北省张家口市怀来县桑园镇石门湾村","怀来石门湾助农取款点","13070007","2014-03-09 20:51:18","2014-03-09 20:51:18","中国银行","301","480000.00","1594.684385"
"河北省张家口市怀来县土木镇土木村","怀来县土木镇土木村","13070010","2014-03-11 18:37:16","2014-03-11 18:37:16","中国银行","215","330000.00","1534.883721"
"河北省邯郸市磁县辛庄营乡北豆公村","磁县辛庄营乡北豆公村","13040084","2014-03-11 22:19:57","2014-03-11 22:19:57","中国银行","1978","6750000.00","3412.537917"
"河北省邯郸市肥乡县肥乡镇赵寨村","肥乡县肥乡镇赵寨村","13040085","2014-03-12 19:52:11","2014-03-12 19:52:11","中国银行","594","3900000.00","6565.656566"
"河北省沧州市黄骅市旧城镇后仙庄村","黄骅市旧城镇后仙庄村","13090080","2014-03-13 12:06:46","2014-03-13 12:06:46","中国银行","583","10770000.00","18473.413379"
"河北省沧州市沧县杜生镇袁蔡村","沧县刘家庙乡大袁庄村","13090081","2014-03-14 14:16:40","2014-03-14 14:16:40","中国银行","510","5400000.00","10588.235294"
"河北省邯郸市成安县成安镇东魏村","成安县工业区东魏村","13040089","2014-03-19 09:17:07","2014-03-19 09:17:07","中国银行","425","1210000.00","2847.058824"
"河北省张家口市怀来县桑园镇黄营村","怀来县桑园镇黄营村","13070011","2014-03-19 09:22:22","2014-03-19 09:22:22","中国银行","1462","3850000.00","2633.378933"
"河北省沧州市河间市行别营乡西庄村","河间市行別营乡西庄村","13090082","2014-03-21 01:16:19","2014-03-21 01:16:19","中国银行","409","3190000.00","7799.511002"
"河北省沧州市青县盘古乡北柳村","青县盘古镇北柳村","13090083","2014-03-21 01:17:14","2014-03-21 01:17:14","中国银行","1256","4410000.00","3511.146497"
"河北省沧州市沧县旧州镇北关村","沧县旧州镇北关村","13090084","2014-03-21 01:18:02","2014-03-21 01:18:02","中国银行","841","4130000.00","4910.820452"
"河北省沧州市南皮县刘八里乡刘显吾村","南皮县刘八里乡刘显吾村","13090085","2014-03-21 01:19:21","2014-03-21 01:19:21","中国银行","177","1200000.00","6779.661017"
"河北省沧州市任邱市莫州镇李广二村","任丘市莫州镇李广村","13090086","2014-03-21 01:26:18","2014-03-21 01:26:18","中国银行","377","4360000.00","11564.986737"
"河北省沧州市任邱市北汉乡后桐梨村","任丘市北汉乡后桐梨村","13090090","2014-03-21 01:38:46","2014-03-21 01:38:46","中国银行","174","1300000.00","7471.264368"
"河北省张家口市宣化区侯家庙乡二台子村","宣化大西街支行助农取款点宣化县赵川镇二道岭村","13070012","2014-03-21 18:44:19","2014-03-21 18:44:19","中国银行","347","4380000.00","12622.478386"
"河北省邯郸市永年县刘营乡后睢宁村","永年县刘营乡睢宁村","13040091","2014-03-21 20:48:54","2014-03-21 20:48:54","中国银行","331","3300000.00","9969.788520"
"河北省邯郸市永年县界河店乡前曹庄村","永年县界河店乡曹庄村","13040093","2014-03-21 20:57:26","2014-03-21 20:57:26","中国银行","609","15060000.00","24729.064039"
"河北省邯郸市永年县刘营乡梁刘营村","永年县刘营乡刘营村","13040095","2014-03-21 20:58:37","2014-03-21 20:58:37","中国银行","419","4880000.00","11646.778043"
"河北省张家口市万全县孔家庄镇上营屯村","上营屯村助农服务点","13070013","2014-03-23 17:37:06","2014-03-23 17:37:06","中国银行","1275","11390000.00","8933.333333"
"河北省张家口市蔚县阳眷镇郑家窑村","蔚县阳眷镇郑家窑村","13070014","2014-03-23 17:46:56","2014-03-23 17:46:56","中国银行","60","3010000.00","50166.666667"
"河北省张家口市蔚县吉家庄镇小辛柳村","蔚县吉家庄镇小辛柳村","13070016","2014-03-23 21:33:59","2014-03-23 21:33:59","中国银行","223","1300000.00","5829.596413"
"河北省沧州市任邱市辛中驿镇李家边村","任丘市辛中驿镇李家边村","13090091","2014-03-23 22:45:04","2014-03-23 22:45:04","中国银行","32","200000.00","6250.000000"
"河北省沧州市河间市故仙乡西留庄村","河间市故仙镇西留庄","13090092","2014-03-23 22:56:15","2014-03-23 22:56:15","中国银行","1176","23520000.00","20000.000000"
"河北省石家庄市元氏县马村乡张掖一队村","元氏县马村乡张掖村","13010002","2014-03-24 13:35:19","2014-03-24 13:35:19","中国银行","1260","16300000.00","12936.507937"
"河北省石家庄市晋州市晋州镇十里铺村","晋州市城关镇十里铺村","13010003","2014-03-24 13:43:10","2014-03-24 13:43:10","中国银行","1109","12100000.00","10910.730388"
"河北省石家庄市平山县东回舍镇西回舍村","平山县回舍镇西回舍村","13010004","2014-03-24 13:48:17","2014-03-24 13:48:17","中国银行","657","4180000.00","6362.252664"
"河北省石家庄市平山县平山镇南西焦村","平山县平山镇南西焦村","13010006","2014-03-24 14:08:53","2014-03-24 14:08:53","中国银行","452","2900000.00","6415.929204"
"河北省石家庄市元氏县马村乡聊村","元氏县马村乡聊村","13010007","2014-03-24 14:25:07","2014-03-24 14:25:07","中国银行","369","2010000.00","5447.154472"
"河北省石家庄市鹿泉市铜冶镇南故邑村","鹿泉铜冶镇南故邑村","13010009","2014-03-24 14:48:41","2014-03-24 14:48:41","中国银行","288","1800000.00","6250.000000"
"河北省石家庄市赵县北王里镇大琉璃村","赵县北王里镇大琉璃村","13010010","2014-03-24 14:53:54","2014-03-24 14:53:54","中国银行","673","14560000.00","21634.472511"
"河北省石家庄市辛集市位伯镇百福村","辛集市位伯镇百福村","13010012","2014-03-24 15:13:14","2014-03-24 15:13:14","中国银行","646","8510000.00","13173.374613"
"河北省石家庄市鹿泉市大河镇邵营村","鹿泉大河乡邵营村","13010013","2014-03-24 15:35:08","2014-03-24 15:35:08","中国银行","335","1320000.00","3940.298507"
"河北省石家庄市辛集市南智丘镇大车城村","辛集市南智邱镇大车城村","13010014","2014-03-24 15:40:30","2014-03-24 15:40:30","中国银行","220","3790000.00","17227.272727"
"河北省石家庄市赵县沙河店镇东杨村","赵县沙河店镇东杨村","13010015","2014-03-24 15:51:36","2014-03-24 15:51:36","中国银行","589","7420000.00","12597.623090"
"河北省石家庄市辛集市前营乡前魏家庄村","辛集市前营乡前位家庄村","13010017","2014-03-24 16:00:28","2014-03-24 16:00:28","中国银行","1137","110170000.00","96895.338610"
"河北省沧州市任邱市于村乡前王约村","任丘市雁翎工业区前王约村","13090097","2014-03-24 16:37:49","2014-03-24 16:37:49","中国银行","218","640000.00","2935.779817"
"河北省石家庄市赵县前大章乡豆腐庄村","赵县前大章乡豆腐庄村","13010018","2014-03-24 16:50:42","2014-03-24 16:50:42","中国银行","788","9550000.00","12119.289340"
"河北省邯郸市临漳县柳园镇柳园南街村","临漳县柳园镇柳园集","13040096","2014-03-24 16:56:02","2014-03-24 16:56:02","中国银行","917","4340000.00","4732.824427"
"河北省石家庄市辛集市和睦井乡东理顺井村","辛集市和睦井乡东理顺井村","13010019","2014-03-24 17:06:35","2014-03-24 17:06:35","中国银行","415","5130000.00","12361.445783"
"河北省石家庄市赵县高村乡高村","赵县谢庄乡圪塔头村","13010020","2014-03-24 17:10:48","2014-03-24 17:10:48","中国银行","805","6630000.00","8236.024845"
"河北省沧州市青县曹寺乡胡店子村","青县曹寺镇胡店子村","13090098","2014-03-25 00:45:57","2014-03-25 00:45:57","中国银行","4480","11360000.00","2535.714286"
